year,cbsacode,Sample_Size,Data_value,Data_value_unit,Data_value_type,population,total_adult_obesity,total_adult_smoking,total_children_in_poverty,total_children_in_single-parent_households,total_excessive_drinking,total_homicides,total_mental_health_providers,total_motor_vehicle_crash_deaths,total_not_proficient_in_english,total_physical_inactivity,total_poor_or_fair_health,total_premature_death,total_primary_care_physicians,total_rural,total_sexually_transmitted_infections,total_uninsured_adults,total_violent_crime,total_poor_physical_health_days,total_poor_mental_health_days,depression_twitter19,depression_twitter10,CENSUS2019POP,CENSUS2010POP,Park_Area_Acres,Weighted_RESP,noise4050n,noise5060n,noise6070n,noise7080n,noise8090n,noise90n
2013,41540,348,16.2,%,Crude Prevalence,125529,34519.264,20607.766,6647.298001,11100.04951,11449.639,9.028671096,0.00029077,18.20342466,2521.31301,28655.158,14813.433,9914.474449,0.000812093,37657.94643,906.233202,15198.648,1010.732678,6816.298333,7343.078333,,,,,61909.54741,0.215705799,,,,,,
2014,41540,361,20.21,%,Crude Prevalence,126900,34688.032,20022.278,6977.161001,11418.5294,12710.458,9.127280247,0,18.4321882,2662.611766,29543.854,14371.248,10023.25012,0.000840396,37994.55863,876.296061,14307.447,855.2190795,7110.765,7541.04,,,,,61909.54741,0.215705799,,,,,,
2015,41540,353,21.48,%,Crude Prevalence,127169,35159.147,20085.619,6801.382,11995.72809,12753.872,8.647492,0.00234,16.57505984,2813.694178,28278.955,14417.43,9321.225742,0.000861974,38067.97376,856.815577,14899.93061,712.9551775,7125.66,7556.55,,,,,61909.54741,0.215705799,,,,,,
2016,41540,369,14.97,%,Crude Prevalence,127398,36176.468,18642.744,6639.950999,11112.62951,16571.784,7.516482,0.00256,16.49796282,3177.081301,28500.508,16617.388,9786.667731,0.000843583,38044.32944,804.4706785,14942.72429,715.6841523,7603.943333,8367.066667,,,,,61909.54741,0.215705799,,,,,,
2017,41540,389,20.18,%,Crude Prevalence,128138,37746.549,16724.51203,6423.101001,11214.59764,15883.49375,7.432004,0.00275,14.94512214,3483.228632,27345.328,16993.49517,10183.4801,0.000835856,38217.10675,730.516142,10831.18421,580.8843762,7883.402274,8182.454231,,,,,61909.54741,0.215705799,,,,,,
2018,41540,458,16.42,%,Crude Prevalence,128505,38700.429,16191.11427,6874.166999,11310.48206,15148.73973,7.463262375,0.00293,14.90966038,3513.730385,28182.585,17950.27467,10426.51556,0.000771892,38343.79143,692.559938,8047.885159,582.3577341,8331.776947,8675.928938,,,,,61909.54741,0.215705799,,,,,,
2019,41540,363,17.85,%,Crude Prevalence,128841,38746.076,16225.65507,6110.975,11565.90587,15183.68109,7.215096,0.00326,15.46039311,3396.592692,26566.215,17988.37609,12034.34266,0.000792326,38428.50091,897.973046,8161.994815,575.3186304,8352.599986,8698.160004,,,,,61909.54741,0.215705799,,,,,,
2020,41540,317,16.01,%,Crude Prevalence,128870,38505.679,16527.43227,5942.806,11047.88415,16945.33613,7.759480891,0.00402,15.69026243,3428.503712,28832.943,16379.72062,12027.4633,0.000791006,38387.41988,831.023165,7888.181718,575.7255201,8170.986466,9285.143101,,,,,61909.54741,0.215705799,,,,,,
2021,41540,396,17.43,%,Crude Prevalence,129225,37879.838,19729.914,6662.574001,8322.154561,16116.26341,6.847703766,0.00433,16.55566337,3456.775529,27708.343,19812.37074,11404.16436,0.000732361,38467.2396,1025.399257,7579.397124,577.4560967,8933.601727,10311.35989,,,,,61909.54741,0.215705799,,,,,,
2022,41540,495,19.95,%,Crude Prevalence,129443,40429.944,20479.597,5498.253999,8648.873711,16411.71004,6.650056998,0.00444,16.38788759,3021.417411,32311.278,21447.443,11528.27742,0.000711607,38490.92023,1092.117459,8115.713684,578.6601365,9063.261535,10629.58889,,,,,61909.54741,0.215705799,,,,,,
2011,41620,1183,22.69,%,Crude Prevalence,1093324,184725.621,96050.77622,34288.5346,67755.42615,97495.00952,37.406356,0.007358225,129.422406,85117.479,145347.2425,100884.5513,67540.74738,0.010336117,26711.943,3542.950679,124111.2661,0,60813.395,60424.495,,,,,10869.05833,0.278816014,,,,,,
2012,41620,1038,22.59,%,Crude Prevalence,1093324,190951.2917,93039.82858,55985.52808,67535.19501,95724.5198,35.6970286,0.007358225,125.2985527,86946.03415,139453.4038,100960.2701,67381.98323,0.010336117,26711.943,3417.408056,133968.6192,4024.407837,60813.395,60424.495,,,,,10869.05833,0.278816014,,,,,,
2013,41620,1106,22.67,%,Crude Prevalence,1108311,193779.44,92734.70901,59726.76599,69124.24705,94610.22201,34.64165212,0.005522907,110.9718879,48009.12283,141519.323,100071.094,68743.38259,0.007685263,19976.73409,3721.235975,143573.86,4004.565574,61748.11833,61253.735,,,,,10869.05833,0.278816014,,,,,,
2014,41620,1211,22.03,%,Crude Prevalence,1123712,197979.495,87867.537,54248.76899,72916.80643,95112.05,35.12302971,0,112.4912999,45127.43674,139789.762,99340.443,69697.4101,0.007737367,20207.23107,3819.469332,138054.6191,3895.843632,62402.86,61903.94333,,,,,10869.05833,0.278816014,,,,,,
2015,41620,917,22.44,%,Crude Prevalence,1140483,202899.388,89559.59,51433.968,72705.15267,96939.81,31.933524,0.03388,98.66017388,42246.58109,134448.376,101251.979,69631.0535,0.007997613,20508.55837,4101.77295,137615.4665,3808.950688,63334.185,62827.835,,,,,10869.05833,0.278816014,,,,,,
2016,41620,668,21.41,%,Crude Prevalence,1153340,208899.493,82802.963,48936.594,73963.63469,116189.712,31.14018,0.03805,89.69109507,42578.64454,140785.589,103670.784,70875.10672,0.008311911,20765.12348,4050.884628,138806.7224,3851.676066,65458.59667,67072.84,,,,,10869.05833,0.278816014,,,,,,
2017,41620,788,23.77,%,Crude Prevalence,1170266,215331.99,77964.84097,41849.282,75525.68369,127337.9905,28.086384,0.04182,92.36029435,41041.4444,135904.484,106094.8412,72739.42726,0.008338481,21145.45489,4537.518752,123402.383,4011.318696,68457.44885,69308.27501,,,,,10869.05833,0.278816014,,,,,,
2018,41620,854,23.86,%,Crude Prevalence,1186187,215842.074,80686.99221,36472.978,75070.26926,136150.0007,30.82388716,0.04662,94.72265546,41555.35377,148047.522,104005.4764,74130.3474,0.008458453,21605.23031,4884.495761,104500.3433,4064.548544,65665.01871,71560.56798,,,,,10869.05833,0.278816014,,,,,,
2019,41620,923,24.1,%,Crude Prevalence,1203105,220070.818,82321.28389,35612.676,75475.81193,138833.9131,31.28073,0.05123,95.96517245,41346.62158,139187.884,106094.3661,77059.06427,0.008510963,22198.64845,5405.792099,92687.46624,4549.287323,66613.81129,72590.56635,0.251231527,,1205238,,10869.05833,0.278816014,,,,,,
2020,41620,838,23.62,%,Crude Prevalence,1222540,221798.38,85154.04471,34228.174,74984.53543,138380.5164,32.48644943,0.05805,97.38108738,42210.03454,161618.176,121148.983,78220.66934,0.008954685,22785.91144,5602.29077,93723.50405,4621.411083,68948.26192,74681.2652,,,,,10869.05833,0.278816014,,,,,,
2021,41620,871,25.44,%,Crude Prevalence,1232696,241374.602,100476.985,34418.84199,55571.09892,122527.7649,35.02311906,0.05961,97.79640274,42700.73584,152817.984,147073.9257,76550.52168,0.009174905,23272.72665,5601.052298,103298.8751,4658.025686,78496.32278,84870.38233,,,,,10869.05833,0.278816014,,,,,,
2022,41620,809,26.96,%,Crude Prevalence,1240029,282240.585,85376.455,23483.601,54944.7085,128888.3035,39.81722862,0.06291,102.9369132,41153.86352,188060.276,145395.017,78358.14128,0.009182692,23717.41194,5413.639394,98783.87481,4683.906245,75429.33005,84073.13573,,,,,10869.05833,0.278816014,,,,,,
2011,41700,224,16.74,%,Crude Prevalence,2072128,387640.7839,269061.1796,127063.5658,194884.6657,296077.1533,0,0.007816652,296.557199,251316.118,342812.4902,265302.4933,149624.7338,0.017633153,325520.427,9913.365217,336400.5974,10497.59944,30836.24667,29861.33458,,0.117647059,,2142508,80175.81478,0.202910436,22624.73475,15838.21036,3714.795461,1115.504017,233.6266408,17.48426393
2012,41700,136,15.98,%,Crude Prevalence,2072128,424857.918,258143.0672,135281.8197,194115.2487,291674.0306,160.0778037,0.007816652,290.3317366,241344.0182,347727.2762,265665.1771,148275.9716,0.017633153,325520.427,11769.61444,356094.7121,10336.50698,30615.3825,29156.6975,,,,,80175.81478,0.202910436,22624.73475,15838.21036,3714.795461,1115.504017,233.6266408,17.48426393
2013,41700,176,17.77,%,Crude Prevalence,2194927,456130.356,263207.0434,142416.986,199070.1675,311892.4806,151.6439864,0.006353342,283.8481192,123977.102,372758.872,276933.6235,150486.6573,0.013558481,301473.2885,12731.51713,382846.197,11074.24,36629.69762,33172.31095,,,,,80175.81478,0.202910436,22624.73475,15838.21036,3714.795461,1115.504017,233.6266408,17.48426393
2014,41700,391,14.86,%,Crude Prevalence,2234003,481766.961,278757.5832,150742.304,201390.8744,316782.4177,154.2597766,0,288.8370157,125138.097,366352.048,275567.0437,153134.3111,0.013940946,306952.8644,13290.96167,388383.9638,9986.29978,41981.49444,44361.66467,,,,,80175.81478,0.202910436,22624.73475,15838.21036,3714.795461,1115.504017,233.6266408,17.48426393
2015,41700,123,15.07,%,Crude Prevalence,2277550,504649.001,284633.927,135738.505,206438.514,323551.988,146.5200694,0.027629999,272.2191741,125440.4271,359858.244,281390.3946,153757.4606,0.014620149,313965.1389,13266.49588,394291.2132,9570.068591,42794.76778,45160.38067,,,,,80175.81478,0.202910436,22624.73475,15838.21036,3714.795461,1115.504017,233.6266408,17.48426393
2016,41700,85,13.57,%,Crude Prevalence,2328652,492031.961,229990.28,147322.999,213056.4469,315156.895,144.1579379,0.029399999,278.8773918,129446.6319,370493.204,336702.166,156427.0436,0.015358995,321673.5697,13882.04774,392039.5123,9780.161049,33458.94,29784.0625,,,,,80175.81478,0.202910436,22624.73475,15838.21036,3714.795461,1115.504017,233.6266408,17.48426393
2017,41700,127,21.35,%,Crude Prevalence,2384075,490502.076,232764.8282,129123.735,220023.0761,299147.1952,138.1879582,0.031310001,281.4440513,128849.6167,372767.589,359042.9628,161311.4668,0.015873159,330026.5965,12099.25945,331764.1493,9941.583494,39577.75986,32773.56951,,,,,80175.81478,0.202910436,22624.73475,15838.21036,3714.795461,1115.504017,233.6266408,17.48426393
2018,41700,121,16.92,%,Crude Prevalence,2429609,502685.116,246495.0607,128948.847,224859.6033,346405.6697,149.6650396,0.033299999,288.7128364,131690.185,403594.927,402771.0274,164540.2677,0.016406101,338467.8535,15061.05823,306922.5321,10117.83578,41419.56132,37586.90654,,,,,80175.81478,0.202910436,22624.73475,15838.21036,3714.795461,1115.504017,233.6266408,17.48426393
2019,41700,117,18.53,%,Crude Prevalence,2473974,526981.516,251417.1676,130894.984,224305.281,353403.4575,159.5566752,0.03508,296.1140149,129613.2622,392766.356,410511.0749,169194.7506,0.016656384,346585.6618,15673.17163,303147.7377,11498.98872,42152.42943,38264.00362,,,,,80175.81478,0.202910436,22624.73475,15838.21036,3714.795461,1115.504017,233.6266408,17.48426393
2020,41700,125,18.58,%,Crude Prevalence,2518036,552396.388,273414.174,137789.408,221843.1304,374911.0701,169.5521553,0.03897,306.3162195,132896.8501,446498.347,403292.1652,172474.6878,0.017232957,355821.7426,14816.15829,315479.7825,11681.92371,40311.89589,43165.92971,,,,,80175.81478,0.202910436,22624.73475,15838.21036,3714.795461,1115.504017,233.6266408,17.48426393
2021,41700,144,23.4,%,Crude Prevalence,2550960,583639.296,283413.9878,129816.634,181186.4764,343419.1193,172.4721021,0.041740001,307.1138371,131900.6244,413645.543,406183.3968,174769.2951,0.017666426,364032.5134,12546.5191,335289.6609,11809.65573,43140.38076,44664.67594,,,,,80175.81478,0.202910436,22624.73475,15838.21036,3714.795461,1115.504017,233.6266408,17.48426393
2022,41700,307,26.47,%,Crude Prevalence,2590732,698844.238,281247.582,120381.842,179756.1721,370051.3638,185.0849974,0.045820001,311.3180479,132303.0392,563642.258,455948.272,186405.5298,0.018004326,373068.0318,10083.10091,357364.6692,11971.05523,42642.5323,44336.08951,,,,,80175.81478,0.202910436,22624.73475,15838.21036,3714.795461,1115.504017,233.6266408,17.48426393
2011,41740,210,13.65,%,Crude Prevalence,3053793,502306.1954,321753.7381,122676.9724,209142.0674,400456.0913,0,0.020643641,342.024816,476391.708,416659.5169,349531.0392,173366.8824,0.028633664,119097.927,14624.61468,438561.3203,13702.36919,335917.23,346096.54,,0.068965517,,3095313,548909.4649,0.275573475,,,,,,
2012,41740,148,11.49,%,Crude Prevalence,3053793,532398.2716,310179.8626,141152.42,213405.5031,402770.8664,124.1061475,0.020643641,335.293476,486097.7814,400456.0913,358790.1396,169272.3567,0.028633664,119097.927,14416.95675,434628.0349,13452.65626,346096.54,346096.54,,,,,548909.4649,0.275573475,,,,,,
2011,41860,300,12.38,%,Crude Prevalence,12953559,2012114.807,1335862.043,329059.9049,741650.4999,1948576.159,0,0.137388665,1006.57008,2287507.089,1716474.857,1419091.659,704642.3045,0.182490378,166274.976,53202.76109,1499753.673,82517.60878,91400.06133,95298.804,,0.076923077,,4335391,239835.7473,0.226842395,,,,,,
2012,41860,78,10.86,%,Crude Prevalence,4317853,685814.7221,419070.7295,128651.3822,252806.5283,650004.3957,345.0187296,0.045796222,335.2146662,779993.135,560482.3189,499107.77,227887.3181,0.060830126,55424.992,16811.32241,469333.3639,26569.44973,92299.00267,94001.33867,,,,,239835.7473,0.226842395,,,,,,
2012,41860,151,11.82,%,Crude Prevalence,4317853,685814.7221,419070.7295,128651.3822,252806.5283,650004.3957,345.0187296,0.045796222,335.2146662,779993.135,560482.3189,499107.77,227887.3181,0.060830126,55424.992,16811.32241,469333.3639,26569.44973,92299.00267,94001.33867,,,,,239835.7473,0.226842395,,,,,,
2013,41860,100,16.35,%,Crude Prevalence,4391037,703119.733,400159.474,134538.056,251320.046,687660.399,344.6358182,0.047126861,287.9249884,415661.8964,574173.255,503330.394,217041.8083,0.046514786,44776.07881,17909.6099,489770.852,25267.57264,93058.258,97822.26467,,,,,239835.7473,0.226842395,,,,,,
2013,41860,108,12.58,%,Crude Prevalence,4391037,703119.733,400159.474,134538.056,251320.046,687660.399,344.6358182,0.047126861,287.9249884,415661.8964,574173.255,503330.394,217041.8083,0.046514786,44776.07881,17909.6099,489770.852,25267.57264,93058.258,97822.26467,,,,,239835.7473,0.226842395,,,,,,
2014,41860,113,14.79,%,Crude Prevalence,4455560,706319.59,371817.285,138525.519,251916.0001,696891.704,349.8234659,0,292.1563505,415029.4859,552875.308,495072.563,220252.264,0.048377328,45276.18289,19027.3572,489709.0821,23762.2725,92503.82,95599.40867,,,,,239835.7473,0.226842395,,,,,,
2015,41860,96,12.72,%,Crude Prevalence,4516276,704427.808,377930.259,125625.288,248505.8477,708202.04,334.057132,0.20327,260.0664181,407060.9164,544068.266,503278.995,211816.5972,0.050871912,45788.06772,17412.92916,488514.8398,23930.76964,93761.198,96903.38,,,,,239835.7473,0.226842395,,,,,,
2015,41860,130,12.91,%,Crude Prevalence,4516276,704427.808,377930.259,125625.288,248505.8477,708202.04,334.057132,0.20327,260.0664181,407060.9164,544068.266,503278.995,211816.5972,0.050871912,45788.06772,17412.92916,488514.8398,23930.76964,93761.198,96903.38,,,,,239835.7473,0.226842395,,,,,,
2016,41860,67,11.79,%,Crude Prevalence,4594060,714553.427,389834.916,122191.214,247871.4247,643985.394,313.784822,0.21612,251.3320478,407638.9638,544519.867,455948.95,212298.5368,0.052659701,46415.81163,18837.76323,481264.5241,24367.27349,101932.804,99723.48467,,,,,239835.7473,0.226842395,,,,,,
2016,41860,126,12.46,%,Crude Prevalence,4594060,714553.427,389834.916,122191.214,247871.4247,643985.394,313.784822,0.21612,251.3320478,407638.9638,544519.867,455948.95,212298.5368,0.052659701,46415.81163,18837.76323,481264.5241,24367.27349,101932.804,99723.48467,,,,,239835.7473,0.226842395,,,,,,
2017,41860,120,13.63,%,Crude Prevalence,4656132,761761.444,366604.85,117083.532,247869.5848,699219.721,271.562,0.23029,242.1740594,407366.3586,596180.326,431891.245,208644.4628,0.05366045,46798.65266,21032.19847,341910.8292,25006.26275,96479.09911,101207.6345,,,,,239835.7473,0.226842395,,,,,,
2018,41860,150,15.76,%,Crude Prevalence,4679166,744106.472,381738.0599,100101.523,239764.9577,720535.5119,265.7972043,0.243430001,247.9995498,404111.9142,604894.892,452704.4963,206111.4602,0.054107691,46858.41912,23989.6651,224522.1979,25151.6112,93796.55545,102021.255,,,,,239835.7473,0.226842395,,,,,,
2019,41860,126,12.75,%,Crude Prevalence,4727357,784702.837,386844.155,95674.77201,236293.1597,730275.9921,254.214008,0.255609999,260.2808016,398650.405,581952.564,458758.7904,201793.863,0.055458133,47161.07367,25320.50181,194002.8701,23116.05674,94764.37622,103072.8898,0.19478863,,4710693,,239835.7473,0.226842395,,,,,,
2021,41860,93,16.71,%,Crude Prevalence,4731803,825690.75,417778.774,83396.66599,177221.2931,771302.2196,223.6478546,0.2803,277.8250607,372530.0822,572450.238,533554.6311,197537.6889,0.056123452,47010.67762,29310.38322,185168.7981,23152.38651,114076.0667,123604.2532,,,,,239835.7473,0.226842395,,,,,,
2022,41860,170,18.48,%,Crude Prevalence,4696902,820876.869,367674.952,73030.132,170768.0966,728836.6734,229.1149454,0.3006,286.9797438,352962.0902,743452.38,559292.277,212279.1846,0.05607709,46712.52183,29021.96971,195011.9516,22958.17313,99422.86177,112858.3664,,,,,239835.7473,0.226842395,,,,,,
2011,41940,107,11.04,%,Crude Prevalence,1839700,282322.8086,138382.0214,43192.01912,101817.4155,190541.4084,0,0.010900726,141.533484,399325.016,233083.7942,207175.1728,77630.13726,0.023333946,33858.812,5861.373486,215052.8862,5847.295556,94684.11333,82327.68333,,0.05,,1836911,83045.57787,0.218702937,,,,,,
2012,41940,84,11.34,%,Crude Prevalence,1839700,296850.7216,132789.5328,60683.84877,101713.9745,184978.1556,50.481368,0.010900726,136.7649295,404593.1629,228879.6412,207918.9513,74873.26013,0.023333946,33858.812,5599.82471,202827.951,5711.731487,95051.16667,82694.73667,,,,,83045.57787,0.218702937,,,,,,
2013,41940,66,7.77,%,Crude Prevalence,1865450,303016.478,144802.606,57283.07601,100705.7742,195917.6857,50.19243044,0.011496698,124.6887807,201696.0029,233628.94,206517.325,74935.22615,0.018019631,33067.32025,5779.149026,208086.872,5411.430363,96568.49,84132.15667,,,,,83045.57787,0.218702937,,,,,,
2015,41940,73,10.7,%,Crude Prevalence,1919641,300708.159,151458.2348,59148.105,101102.8543,222468.004,51.293066,0.0471,117.9662543,198476.3342,227224.555,200117.985,72780.53745,0.019496759,34004.7973,4737.519497,206313.0756,5096.138879,93454.64833,86287.845,,,,,83045.57787,0.218702937,,,,,,
2016,41940,70,11.09,%,Crude Prevalence,1952872,294262.4,136397.05,43813.446,102961.4035,239771.78,54.475554,0.051060001,116.5550241,199592.9408,229027.635,173576.63,73444.8443,0.020277301,34517.79085,6924.3803,199174.8408,5183.992081,98517.605,95068.595,,,,,83045.57787,0.218702937,,,,,,
2018,41940,76,13.65,%,Crude Prevalence,1978816,302781.814,126647.2909,47324.254,101324.825,244980.0887,52.91742186,0.05896,126.036752,192354.3234,239132.83,180159.5605,72337.53049,0.019936077,35061.83747,6989.815156,95667.81762,5100.064642,96134.59549,96291.94501,,,,,83045.57787,0.218702937,,,,,,
2019,41940,70,12.79,%,Crude Prevalence,1998463,309843.558,128543.6542,36682.013,99955.1801,248641.5251,56.801304,0.063850001,130.0718276,188760.6568,252432.022,182866.18,73744.34112,0.020105513,35480.11473,7244.784877,81130.41591,5298.584123,97092.42331,97251.25083,0.238933031,,1993582,,83045.57787,0.218702937,,,,,,
2022,41940,97,14.68,%,Crude Prevalence,1971160,334055.152,136161.276,27922.532,68412.2992,274270.6108,48.21652027,0.07681,139.8672864,172692.7955,318303.332,223101.318,73618.14675,0.020324466,36042.62429,8335.083485,84976.90476,5227.776401,99222.69348,110971.788,,,,,83045.57787,0.218702937,,,,,,
2011,42140,145,15.92,%,Crude Prevalence,147532,15092.081,20707.73905,5435.964072,10230.60654,16262.00976,6.343876,0.000426367,27.440952,19179.16,14507.11662,16145.01689,9765.733208,0.001613736,36292.872,433.596548,32458.66285,0,16228.52,15736.74667,,,,,1551489.678,0.11497716,,,,,,
2012,42140,142,19.42,%,Crude Prevalence,147532,16379.00264,20122.77467,7207.233264,10666.18982,15443.05963,6.32469684,0.000426367,27.25362444,17993.99946,14273.13087,16612.98839,9782.935439,0.001613736,36292.872,330.029084,26330.7737,633.0950537,15736.74667,15736.74667,,,,,1551489.678,0.11497716,,,,,,
